fname,mname,lname,gender,ssn,dob,salary
Paige,Deborah,Gauthier,F,900-86-9369,05/29/1975,132700
Stephanie,Karen,Atwood,F,900-90-2776,10/08/1981,92600
Jerry,Taylor,Nightingale,M,000-49-0172,11/30/1932,80800
Jamie,Meadow,Pierce,F,000-70-8923,11/26/1941,146300
Jacqueline,Kim,Chapman,F,900-10-6984,06/24/1974,56800
Jessica,Darlene,Wheeler,F,800-29-9852,03/25/1936,52000
Karina,Jenna,Looney,F,800-02-1426,05/27/1961,131100
Alexander,John,Laragy,M,900-27-1058,02/18/1978,130000
Suzan,Patricia,Schatzberg,F,900-17-8116,08/02/1942,143500
Daniel,Wayne,Newton,M,800-47-8416,06/04/1975,101500
Jennifer,Nicole,Morris,F,900-12-7266,07/17/1936,143600
Patricia,Linda,Graham,F,900-92-9638,01/31/1961,84700
Clayton,George,Henson,M,800-96-2211,07/30/1943,71200
Rogelio,Jesse,Santiago,M,800-44-2949,08/27/1969,132000
Michael,Jordan,Torres,M,900-44-4587,12/27/1944,71100
Paul,Dustin,Caulfield,M,000-41-6905,08/08/1967,86900
Kade,Anthony,Franey,M,000-53-2289,11/21/1960,57200
Kayla,Katie,Labore,F,000-35-7783,06/05/1944,117100
Michael,Donald,Hope,M,900-83-7855,08/25/1952,61400
Terry,Juan,Angevine,M,800-39-3396,08/09/1936,142100
Rebecca,Teresa,Schneider,F,800-40-7469,02/24/1983,116000
Crystal,Kelly,Sears,F,900-52-4785,02/23/1978,144800
Caleb,Dwight,Warren,M,900-52-3192,10/21/1953,104200
Fred,Reagan,Dierolf,M,800-55-9683,11/12/1941,104800
Lynsey,Marissa,Bradford,F,000-12-3614,01/16/1960,132200
Logan,Paul,Sartain,M,900-95-4143,12/18/1973,144300
Brady,Troy,Bolin,M,900-33-0576,08/01/1980,96100
Haley,Lynnette,Grimes,F,000-11-1245,09/12/1981,74100
Janell,Nancy,Mattison,F,000-70-2094,07/05/1948,62500
Miriam,Rebecca,Martinez,F,000-45-8300,05/05/1981,138700
Joyce,Nicole,Alexander,F,900-98-4181,02/08/1964,88500
Philip,Perry,Hernandez,M,000-88-6442,09/16/1962,149600
Mary,Mariah,Gilligan,F,000-30-6685,06/22/1955,81200
Richard,Jeffrey,Ceasar,M,000-18-9008,08/11/1986,78600
Paulette,Catherine,Roberts,F,800-47-0831,10/09/1987,58900
Karl,Daniel,Morin,M,000-11-7642,07/20/1975,73800
Margaret,Jodi,Giordano,F,900-66-8589,01/04/1978,65700
Veronica,Adrian,Emmons,F,000-88-2331,06/11/1976,81300
Marian,Ana,Stokes,F,000-45-2410,04/30/1938,52300
Millie,Bailee,Grant,F,800-40-1606,11/22/1956,66200
Haley,Brenda,Lawson,F,800-61-5640,04/18/1941,84400
Skyler,Debra,Rice,F,800-64-5348,11/27/1976,101000
Leola,Madison,Slater,F,900-25-4765,12/11/1953,96900
William,Joseph,Wadlow,M,800-94-5976,01/18/1965,69300
Heather,Charlotte,Bennett,F,900-75-7308,11/08/1954,68700
Robert,Andrew,Williamson,M,800-88-4464,09/11/1959,115600
Sophie,Gabrielle,Cochran,F,800-31-3882,10/21/1965,89800
Adrianna,Alexa,Martin,F,000-52-6991,05/22/1968,126000
Christopher,Monroe,Wade,M,800-86-1369,06/27/1954,84400
Deon,Keaton,Banks,M,000-77-3139,08/25/1934,62500
Christopher,Stephen,Herrera,M,800-26-2404,06/13/1963,85400
Sean,Jonathan,Thomas,M,000-70-3263,12/15/1976,81000
Cynthia,Deena,Rasco,F,900-55-0066,05/25/1960,61300
Ramona,Theresa,Mercado,F,000-67-5224,04/18/1951,79800
Jennifer,Charlotte,Stoddard,F,000-68-9171,06/24/1944,50100
Nikolas,Tommy,Nelson,M,000-97-3108,02/27/1935,146600
Danielle,Ashley,Florence,F,800-08-8101,07/27/1952,77900
Crystal,Aliza,Bussa,F,800-29-3112,09/17/1976,105300
Janna,Patty,Williamson,F,900-49-7529,11/09/1973,106700
Michael,Johnny,McAllister,M,800-74-4247,09/14/1962,106000
Meaghan,Emily,Lynch,F,900-72-5002,03/10/1950,116600
Carlos,Al,Gamache,M,900-01-4001,03/03/1974,119500
Catherine,Nicole,Butler,F,800-65-6743,11/20/1949,90300
Timmy,Richard,Davis,M,000-28-1643,01/06/1950,55800
Elisabeth,Tamara,Ward,F,000-64-0605,03/10/1981,102900
Daniel,John,Lusk,M,900-45-2870,05/04/1961,57500
Joseph,Giovani,Frazier,M,900-46-2288,04/25/1968,135600
John,Wayne,Posey,M,000-79-4298,08/25/1989,104100
Khalid,Andy,Clark,M,000-49-2744,08/12/1976,101200
Gail,Irma,Maxwell,F,800-41-3429,12/11/1986,104400
Daniela,Shirley,Deville,F,000-50-0416,02/02/1949,142100
Bradley,Edgar,Hershfield,M,800-04-1155,12/11/1965,106800
Kristin,Lisa,Griffith,F,900-34-4518,06/06/1987,97600
Sandra,Kaliyah,Paulsen,F,800-23-6252,02/24/1972,88100
Billie,Eunice,Picchetti,F,000-13-2820,04/20/1967,136600
Doris,Whitney,Sosa,F,000-83-5218,02/04/1976,130100
Shannon,Edna,Edwards,F,800-32-2175,09/18/1938,140200
Linda,Ava,Luthe,F,900-91-5431,06/22/1954,128100
Nancy,Vicki,Sanchez,F,800-23-9043,03/25/1965,63800
Brian,Jayden,McCoy,M,000-19-9311,03/11/1982,140200
Rebecca,Dominique,Morris,F,000-75-0593,10/16/1960,76500
Christine,Lourdes,Gallihugh,F,900-79-3307,08/18/1953,49200
Dylan,Craig,Kent,M,900-84-8199,02/18/1937,82400
Payton,Bryan,Booth,M,800-62-9510,08/11/1941,63500
Kathryn,Kari,Clark,F,800-03-3500,05/17/1985,94700
Jean,Erin,Hatch,F,900-96-5892,08/11/1944,82400
Marcie,Mildred,Gaustad,F,900-37-7096,01/07/1931,139800
Mitchell,Brian,Konieczny,M,000-41-3698,01/02/1981,145900
Philip,Lacy,Nunnally,M,900-07-4548,11/28/1942,96500
Patricia,Destiny,Underwood,F,900-75-0222,04/22/1981,96100
Lee,Mya,Nee,F,900-98-1425,02/13/1983,57500
Rachelle,Linda,Dever,F,800-34-5719,01/08/1949,112100
John,Paul,Welch,M,900-81-8218,05/03/1934,132500
Cynthia,Vickie,Stephenson,F,000-80-1512,04/12/1989,59000
Alysha,Barbara,Pugh,F,900-22-8386,11/04/1958,136800
David,Rocky,Paulos,M,900-43-8789,11/21/1965,120100
Daniel,John,Welch,M,800-15-5316,08/22/1949,136900
Savanah,Christa,Silvey,F,800-75-0178,04/26/1936,83100
Eric,Steven,Garza,M,900-27-6478,09/07/1974,98200
Cody,James,Hullinger,M,900-09-8555,10/22/1951,115200
Timothy,Michael,Collins,M,000-85-5568,10/17/1960,119700
Gary,James,Campbell,M,900-98-0208,08/31/1961,120400
Kya,Annabel,Chambers,F,000-03-5899,07/11/1969,99200
April,Whitney,Parks,F,800-04-1787,04/13/1968,89300
Joseph,Jose,Candill,M,000-87-0845,02/24/1949,67100
Bianca,Carmen,Robello,F,900-27-3170,03/20/1981,56400
Harry,Kurt,Updike,M,800-08-9589,01/30/1972,133300
Alice,Alesha,Sarver,F,900-16-0694,08/23/1961,129200
Seth,Andrew,Giacchino,M,900-82-9006,06/19/1984,111500
Elizabeth,Evelin,Magana,F,900-19-7837,12/17/1976,78200
Barbara,Isabelle,Diep,F,000-26-4891,09/30/1952,142300
Jordan,Tyler,Pitts,M,900-06-2866,06/09/1960,134500
Drew,Steven,Meyer,M,800-86-8383,10/01/1983,91900
Myra,Amber,Martinez,F,000-41-5450,11/17/1935,146800
Christopher,Rickey,Frazier,M,800-33-5828,04/16/1953,125900
Christopher,Michael,Morris,M,800-45-6843,02/03/1979,129700
Kimberlee,Emily,Greene,F,900-88-2864,03/10/1945,112100
Elizabeth,Mia,Eisenman,F,800-76-0584,06/15/1940,145000
Barry,James,Wagner,M,800-14-6021,05/28/1953,81300
Gunner,Louis,Howell,M,000-51-0972,02/01/1941,104000
Deborah,Margo,Gilreath,F,000-61-0354,02/25/1944,124600
Jeff,Hugo,Housman,M,800-26-6327,02/04/1938,52600
Ryan,Zavier,Dean,M,000-77-5340,04/15/1963,79300
Sabastian,Paul,Olson,M,800-73-4307,07/26/1977,81200
Robert,Jeremy,Scruggs,M,900-42-5533,03/10/1954,46300
Jerry,Jonathan,Cole,M,000-20-4941,10/03/1960,146600
Christian,Harold,Beamish,M,800-03-7521,11/10/1970,141100
Theresa,Teresa,Sharp,F,000-78-5717,12/28/1952,111100
Jayden,Sergio,Little,M,000-71-4846,04/23/1984,103800
Landon,John,Harvey,M,800-15-7841,07/30/1963,69500
Jerry,Cole,Roberts,M,900-09-7662,04/07/1938,84700
Patricia,Emily,Zbell,F,000-43-2791,06/24/1960,144100
Christopher,Issac,Hoffman,M,000-30-7464,06/05/1982,111100
Stephanie,Emily,Hudgins,F,000-59-6795,03/21/1939,110000
Deborah,Heather,Pierce,F,800-10-5749,06/23/1971,45900
Jose,Daniel,Jackson,M,000-10-3429,06/08/1953,102300
Micah,Darryl,Adams,M,800-13-8058,08/28/1970,68300
Vickie,Brenda,Escalante,F,000-24-6939,12/09/1983,48900
Christopher,Erin,Price,M,800-89-7273,07/05/1950,62800
Michelle,Judy,Krier,F,900-78-1497,05/03/1959,64200
Lee,Jaidyn,Bagoyo,F,800-29-2595,03/27/1969,87200
Kaylah,Lana,Densmore,F,800-73-3994,12/06/1970,47300
Kathleen,Abigayle,Arthur,F,800-13-3096,05/15/1963,48100
Jacqueline,Myra,Ramirez,F,800-13-0586,12/02/1966,122200
David,Jamey,McKinney,M,000-66-7263,03/05/1988,142600
Howard,Rey,Yi,M,900-52-9585,11/03/1989,84700
Marlene,Carla,Faith,F,000-75-2434,04/12/1946,50000
Darrin,Peter,Warren,M,900-40-5914,10/26/1968,65100
Tyler,Jeffrey,Bass,M,000-03-0527,11/14/1961,121000
Tod,Daniel,Palmer,M,000-62-4715,01/15/1964,120700
Mary,Sheila,Bartosz,F,800-39-8977,09/10/1941,75000
Alan,Wyatt,Cardinale,M,900-71-4343,03/04/1982,66800
Jessica,Carson,Vandyke,F,900-76-8297,01/26/1987,63100
William,Logan,Lundin,M,800-60-1329,02/28/1976,51600
Jacqueline,Linda,Fletcher,F,800-86-0128,04/23/1989,76800
Amanda,Debra,Kroetch,F,000-18-2520,03/20/1975,106400
Edwin,Robert,Little,M,900-18-2239,07/10/1969,78600
Gary,Brandon,Harrington,M,000-53-2030,06/06/1953,71800
Herbert,Eric,Houdek,M,000-72-9350,12/07/1968,105300
Anna,Deborah,Douglas,F,900-15-3154,03/14/1952,114900
Elizabeth,Judy,Owens,F,900-28-1189,03/21/1982,73000
Kenneth,Paul,Ward,M,800-02-7915,01/06/1935,82400
Gregory,James,Adkins,M,000-91-1681,04/24/1978,91500
Natalie,Rebecca,Crain,F,900-60-9400,08/01/1951,105800
Thomas,Nigel,Blake,M,900-22-5712,09/03/1985,81700
Steven,William,Hackethal,M,900-31-4525,01/17/1972,106800
Nicole,Ann,Murray,F,800-54-1765,04/19/1940,138000
Nancy,Mariela,Shirk,F,800-90-6456,01/01/1978,142300
William,David,Corcoran,M,800-68-3449,07/15/1958,121300
Jett,Eric,Coyle,M,800-38-7051,11/18/1970,70400
Larry,Matthew,Toedebusch,M,900-58-4387,07/09/1930,139100
Judith,Lillian,McBroom,F,800-08-7096,05/23/1940,146700
Sandra,Sarah,Baker,F,000-65-3877,06/09/1933,58500
Evelyn,Ashley,Abercrombie,F,800-28-9860,12/07/1969,117700
Raul,Joseph,Nunez,M,800-53-0882,07/01/1978,106200
Karen,Samantha,Wershey,F,000-34-1511,10/29/1942,149300
Emily,Dolores,Rachal,F,900-93-6123,12/13/1932,139400
Darrell,Reginald,Baldwin,M,900-65-7602,12/05/1981,113700
Melody,Melinda,Slawson,F,800-32-9420,04/29/1984,66700
Rochelle,Julia,Etter,F,800-16-9272,12/02/1965,131800
Alison,Darleen,Covone,F,900-33-6797,09/13/1941,73500
Phyllis,Karen,Rogers,F,800-43-9907,05/10/1930,119300
Houston,Christopher,Simpson,M,800-91-4408,03/01/1988,128600
Curtis,Eric,Tibbs,M,900-53-5570,04/12/1933,64100
Denise,Amber,Day,F,000-52-8787,09/16/1946,56700
Elizabeth,Melanie,Hall,F,900-83-4964,05/08/1948,149200
Gloria,Amber,Blum,F,000-55-5483,11/07/1986,127100
Nicholas,Christopher,Brightharp,M,000-67-7232,04/28/1958,142800
Scott,Randall,Pujia,M,900-43-0579,05/01/1952,64000
Ernestine,Jo,Vincent,F,000-52-8350,07/23/1945,97200
William,Philip,Rax,M,900-58-2149,05/05/1943,81600
Linda,Heather,Stanovich,F,900-94-9399,04/03/1977,55400
Vanessa,Rhonda,Gates,F,800-29-1190,08/27/1966,121100
Janel,Amy,Legorreta,F,800-84-2522,07/19/1939,53100
Sharron,Ashly,Adams,F,000-28-4025,08/15/1951,64800
Willie,Shane,Harper,M,800-16-2802,06/13/1973,94800
Mary,Christina,Gantz,F,000-50-0750,09/20/1938,129400
Denise,Kellie,Squires,F,900-63-6898,02/01/1958,64200
Eric,Keith,Patterson,M,900-38-6728,12/14/1981,118700
Logan,Lenard,Magoun,M,000-09-1669,01/25/1948,88100
William,James,Sweat,M,000-47-6679,10/21/1952,120200
David,Daniel,Colin,M,900-12-8592,01/29/1936,52800
Gerald,Gabriel,Lamkin,M,000-48-3378,11/29/1956,130600
Crystal,Marilyn,Wallace,F,800-43-2269,06/20/1942,65300
Shirley,Caroline,Azevedo,F,900-98-5512,07/26/1969,103300
Debra,Kasey,Edwards,F,900-21-3757,06/29/1946,131300
Woodrow,Cody,Hodell,M,900-21-1720,04/13/1962,63400
James,Cody,McIlwain,M,900-97-2068,07/30/1985,107900
Lizette,Elizabeth,Walls,F,000-73-0336,11/06/1941,142400
Christopher,David,Harrell,M,900-18-9552,04/10/1957,125500
Maximus,Jeffrey,Thompson,M,800-23-6884,07/26/1937,74900
Benjamin,Larry,Hornaday,M,000-17-9509,08/01/1973,128700
Liam,Richard,Walker,M,900-30-3855,01/12/1944,59500
Deborah,Christina,Kim,F,000-52-6751,02/23/1984,95700
James,John,Sturtz,M,800-06-9766,04/04/1982,113600
Melissa,Rebecca,Forester,F,900-83-4437,04/07/1958,65000
Paige,Nancy,Robbins,F,900-23-7089,03/29/1970,48600
Donald,Nathaniel,McClain,M,800-23-2956,09/25/1939,56100
Kenneth,James,Jennings,M,800-69-1025,12/19/1963,57400
Theresa,Tracie,Medina,F,900-46-9114,05/02/1941,86700
Veronica,Kathleen,Towlerton,F,900-81-3685,06/09/1983,71200
Kevin,Raheem,Vanhorn,M,800-31-6448,12/05/1947,108900
Patsy,Kristina,Worrall,F,000-08-0713,08/09/1984,83000
Sally,Jessica,Clayton,F,800-54-9897,09/29/1955,100800
David,Lawrence,Flores,M,800-66-9853,01/21/1984,52900
Danny,Ernest,Overby,M,800-66-0665,09/30/1984,133100
Jose,Daniel,Edwards,M,800-28-3534,10/23/1967,130800
Raymond,Spenser,Mitchell,M,000-40-9510,09/23/1964,57800
Joseph,Daniel,Morris,M,900-09-9947,04/25/1985,104000
Susan,Julianna,Spillman,F,900-29-9286,06/19/1937,79000
Leta,Hannah,Williams,F,800-63-9719,04/06/1977,94700
Alexander,Jared,Ruiz,M,000-25-9965,07/29/1979,115400
Mackenzie,Kyla,Obierne,F,000-35-7642,05/13/1933,104400
Barbara,Rachel,Anderson,F,900-68-1974,07/18/1939,95000
Jessica,Madisyn,Lundell,F,800-60-1536,10/29/1963,143200
Randy,Terry,Roberts,M,000-59-6088,02/05/1933,74600
Carl,Tristian,Taki,M,800-72-2758,06/17/1958,79500
Larry,William,Chapman,M,000-74-0699,03/30/1984,52600
Eva,Judy,Weaver,F,800-41-5403,08/29/1942,52600
Portia,Jaclyn,McAlary,F,800-92-9684,02/26/1958,66100
Marilyn,Nancy,Moss,F,800-29-3699,09/20/1982,73000
Jacqueline,Cecilia,Browning,F,800-80-6732,05/31/1944,135000
Mason,Mathew,Cook,M,000-62-9660,10/05/1956,145500
Larry,Darryl,Slone,M,800-76-4325,01/07/1933,77800
Deacon,Deon,Brown,M,900-60-5519,10/17/1936,67500
Seamus,James,Harris,M,900-10-8233,01/01/1933,138200
Mary,Virginia,Moody,F,900-41-7943,01/14/1933,51100
Bradley,Jared,Correia,M,800-95-0751,07/24/1985,89200
Collin,Scott,Dragos,M,900-20-3618,07/07/1949,69200
Linda,Monica,Stultz,F,000-45-8473,07/25/1951,123800
Renee,Judy,Cotton,F,900-68-8178,01/23/1982,63400
Justin,Christopher,Durbin,M,800-34-2912,06/29/1947,134700
Gary,Bruce,McDaniel,M,800-83-3051,07/10/1947,119300
Brian,Peter,Damasco,M,800-41-4687,08/03/1982,138600
Emma,Veronica,Reffett,F,800-06-7222,10/16/1988,86000
Alina,Christina,Graham,F,000-66-4630,04/29/1962,63700
Theresa,Anna,Ramsden,F,000-62-3476,09/18/1936,106300
Dana,Sharon,Hollingshead,F,800-51-7537,10/14/1973,47500
Ryan,Mark,Florez,M,900-55-1114,09/13/1953,79800
Kenton,Stephen,Feller,M,900-91-6877,08/07/1979,62900
Tess,Sharon,McBeth,F,800-88-9714,01/29/1936,141400
Elaine,Anita,Christopher,F,900-04-1223,01/18/1972,62700
Erin,Patricia,Sewester,F,000-23-0946,11/23/1982,110200
Joel,Michael,Neville,M,000-85-5693,03/01/1968,109700
Michael,Tyree,Price,M,000-95-7950,11/19/1944,105300
Freddy,Joseph,Montgomery,M,900-91-4193,12/21/1964,141900
Kaylah,Teresa,Cannon,F,900-50-4378,11/11/1939,110600
Joyce,Natalie,Nash,F,900-93-0715,01/09/1940,75300
Jake,William,Fischer,M,800-62-7538,10/30/1969,148000
Kirsten,Jacqueline,Forrester,F,000-12-0500,05/15/1987,97400
Kaia,Lydia,Price,F,900-38-2762,10/26/1960,53900
Levi,Edmund,Leclair,M,000-46-4336,03/30/1957,125900
Chris,Jose,Rode,M,000-53-8449,06/30/1967,102700
Kaydence,Serena,Brooks,F,800-18-1768,10/06/1944,97500
Henry,Terry,Wright,M,000-40-3893,02/07/1957,62100
Mark,Clinton,Baldwin,M,000-18-1501,02/12/1950,95000
Allie,Madison,Maute,F,900-34-4339,04/23/1974,119800
Joel,Phoenix,Harth,M,900-18-9793,06/02/1939,67600
Daniel,John,Jackson,M,000-52-0394,03/17/1934,125300
Dana,Frances,Long,F,000-02-0105,12/11/1945,67200
Johan,Jonathan,Watson,M,800-65-1235,04/27/1963,65700
Stephen,Pete,Roman,M,900-94-9769,09/03/1944,132600
Janice,Jamie,Amey,F,000-70-3714,12/10/1946,45600
Deborah,Precious,Brewer,F,800-32-2031,03/05/1980,110700
Nita,Sabrina,Fahlsing,F,800-86-1852,04/10/1950,101700
Edward,Dwight,Leach,M,900-66-4129,10/08/1932,124100
Jaida,Christine,Mattingly,F,000-36-3762,04/22/1974,104900
Joseph,Cesar,Wilkerson,M,900-25-4817,11/04/1952,131200
Martell,Gregory,Jackson,M,800-70-5541,08/13/1951,50600
Tiffany,Sandra,Heitland,F,000-63-7016,09/21/1945,47200
Barbara,Cathy,Bjerke,F,000-60-4157,07/18/1982,112300
Lindsey,Britney,Ross,F,800-56-3934,02/11/1982,69200
Leta,Theresa,Murray,F,800-64-3851,07/15/1945,99800
Claudia,Carlie,Soto,F,900-53-9393,05/14/1964,58500
Rafael,Terry,Ceasar,M,800-31-3109,09/10/1944,53900
William,Sean,Valaitis,M,000-68-5697,11/04/1984,58100
Clarence,Otha,Castillo,M,900-88-3869,10/11/1961,46300
Gilbert,Brian,Castro,M,000-17-6869,08/26/1980,108000
Jennifer,Margaret,Ragusa,F,000-73-5553,06/17/1984,71500
Joshua,Ronald,Torres,M,000-19-3327,08/13/1941,79700
Christopher,Agustin,Contreras,M,800-77-8660,01/20/1939,143500
Kaleigh,Jaylin,Rutherford,F,000-21-8020,12/13/1970,136500
Faith,Patricia,Wilhoite,F,800-25-6159,01/29/1961,108600
Debra,Catherine,Cothron,F,900-82-0204,02/21/1939,77700
Cornell,Westley,Visnic,M,000-44-5734,08/03/1956,56500
Lawrence,Wayne,Hessling,M,900-48-1466,09/19/1945,136600
Micah,Daniel,Nathaniel,M,000-88-7307,03/13/1956,98900
Kim,Kylan,Turner,M,800-87-6656,09/30/1969,102200
Pierce,Daniel,Dolan,M,800-06-7103,12/26/1955,124500
Marian,Michelle,Minner,F,900-76-7709,01/09/1975,125800
John,Kenneth,Jackson,M,000-65-6581,09/27/1967,51100
Raquel,Julie,Gee,F,800-01-4624,06/17/1938,106000
Kevin,Andrew,Sims,M,800-45-1465,05/09/1968,131300
David,Kevin,Boyd,M,900-72-4158,05/29/1971,76100
Mary,Patrick,Holland,M,000-07-7595,01/23/1961,80000
Victor,James,Anguiano,M,800-91-3093,01/23/1935,131100
Matthew,Farrell,Rumbaugh,M,800-44-6308,12/10/1986,82600
Frida,Victoria,Crichton,F,800-72-0042,02/13/1979,127300
Anna,Julia,Fanelli,F,900-03-9795,08/20/1951,119100
Jennifer,Sophia,Greenberg,F,900-69-3321,06/02/1949,143300
Edward,Zachary,Crawford,M,000-33-7784,06/10/1964,92100
Christina,Stacy,Lindsey,F,800-33-3026,02/21/1985,46900
Jessica,Cheryle,Buell,F,800-54-4403,12/09/1930,120100
Terrance,Ty,Huff,M,900-24-7432,09/21/1949,104800
Hailey,Devon,Jefferson,F,000-62-6677,11/02/1983,97600
Fredric,Ruben,Ludolph,M,000-95-6417,09/19/1960,105800
Madison,Rebecca,Peterson,F,000-06-8530,09/02/1937,70200
Duncan,Steven,Rose,M,900-32-7026,03/08/1952,66000
Alex,Fidel,Fernandez,M,000-33-6711,06/12/1949,93800
Eric,Scott,Thompson,M,000-88-8865,02/10/1963,62300
Robert,Timothy,Cummings,M,000-69-7554,08/31/1963,94900
Erin,Patricia,Speck,F,900-82-9450,08/02/1986,138700
Martha,Patricia,Espinosa,F,000-78-5972,05/30/1963,136200
Barbara,Lynette,Williamson,F,800-28-2199,08/18/1936,134700
Eduardo,Phillip,Farrior,M,000-19-0598,02/07/1970,85700
Angela,Julia,Fuller,F,900-07-2189,01/06/1969,106700
Linda,Hailey,Lynch,F,000-05-1462,07/02/1967,85200
Suzanne,Jennifer,Calkins,F,800-30-7375,02/14/1938,75500
Cathy,Olivia,Jasper,F,800-26-9143,06/06/1980,67600
Isaak,William,McNally,M,800-18-5385,08/25/1981,79100
Christopher,Maurice,Deforest,M,900-85-6769,09/16/1938,59600
Shawna,Deirdre,Abrams,F,000-25-8574,06/23/1940,68100
Rafael,Ryan,Kephart,M,800-64-8778,05/07/1982,81900
Ayla,Linda,Malave,F,900-56-2490,08/20/1967,140000
Bryan,Brodie,Stites,M,800-19-2877,11/15/1971,81200
Cathy,Lilliana,Nelson,F,000-82-5395,05/20/1951,94200
Chiquita,Dawn,Callahan,F,900-65-4050,09/21/1973,97400
Melinda,Karen,Cone,F,800-38-9021,05/06/1957,130400
Brian,Michael,Huesso,M,000-30-2083,02/20/1931,85700
Jeffrey,Nathaniel,Silleman,M,800-43-3192,03/16/1942,140900
Sammie,Jerry,Taylor,M,900-28-6456,02/26/1989,78800
Sara,Emma,Dieterich,F,800-17-9472,01/13/1960,87400
Jayden,Arthur,Larson,M,800-40-5052,09/02/1966,70400
Lisa,Peggy,Lawrence,F,000-47-1532,01/19/1977,104300
Rebecca,Sandra,Parker,F,800-84-5559,06/08/1970,64300
Adriel,Joseph,Truex,M,900-41-2320,12/03/1950,122000
Charlotte,Amanda,Englert,F,000-88-0994,04/16/1933,48200
Margaret,Beth,Snyder,F,800-79-0776,09/25/1965,50200
Elvira,Nadia,Cruz,F,800-34-3227,07/16/1987,74300
Ashley,Kendall,Little,F,000-31-3171,09/18/1944,52300
Shaun,David,Hirao,M,800-10-0959,12/14/1968,116900
Eddie,Harold,Davidson,M,800-20-6784,04/19/1978,112700
Raul,Andrew,Andrews,M,900-12-0992,07/25/1989,82600
Emma,Ronnie,Horn,F,800-47-6037,05/12/1940,147300
Amber,Althea,Phelan,F,800-61-4269,09/12/1987,131700
Jeromy,Bernard,Vanduyne,M,800-92-3756,03/02/1949,95000
Beth,Carol,Saavedra,F,000-34-0539,03/30/1977,142200
Paul,Larry,Peterson,M,000-77-2725,06/28/1941,47300
Martha,Lisa,Flood,F,900-23-8068,05/05/1961,72300
Nancy,Deborah,Montgomery,F,900-33-5172,04/24/1945,85900
Emily,Janell,Robinson,F,900-86-7322,01/30/1941,115500
Paige,Jana,Pete,F,000-26-0356,01/08/1960,111600
Elroy,Alfred,Cleland,M,900-37-9993,01/10/1964,79500
Tanya,Hannah,Szachewicz,F,800-44-2894,03/27/1982,60100
Ryland,Rob,Miller,M,900-79-7305,03/05/1978,55600
Ashanti,Marie,Selbig,F,800-05-7012,12/02/1932,143000
Donna,Julia,Keis,F,900-15-3983,08/15/1977,124800
Dustin,Jarred,Salkeld,M,900-79-4355,03/09/1952,93100
Jo,Rita,Tyus,F,800-48-6815,11/30/1943,126200
Ariel,Lacie,Henry,F,000-35-5506,08/14/1965,59600
Jaxon,Gilbert,Dutra,M,800-88-9192,06/01/1941,65000
James,William,Ponder,M,800-18-7904,06/30/1987,77900
Brady,Luis,McCormick,M,800-15-5540,03/02/1930,72500
Sienna,Hannah,Coleman,F,000-57-5274,01/30/1962,89100
Johnathan,Bryce,Cyrus,M,800-37-2055,04/11/1932,146600
Hannah,Kristin,Lu,F,900-48-6258,05/30/1966,65200
Anita,Stephanie,Grimes,F,900-10-2639,03/13/1985,73700
Becky,Alyssa,Mendoza,F,000-42-2395,04/21/1939,100000
Jeffrey,Cesar,Darden,M,000-46-1452,05/24/1980,88300
Jacob,Russell,Leister,M,900-63-8084,02/26/1953,90000
Philip,Joseph,Hansen,M,800-44-5976,05/13/1947,135700
Ollie,Emma,Nace,F,800-14-7735,08/06/1952,136600
Melinda,Karen,Wheat,F,000-43-7012,12/01/1950,67600
Calvin,Daniel,Duncan,M,800-92-7690,04/11/1935,132800
Ashley,Amanda,Rogers,F,000-55-3624,12/26/1983,123500
Brendan,Leon,Lesmeister,M,800-16-5120,11/25/1956,105000
Stephanie,Lisa,Reed,F,800-96-7428,03/14/1937,96500
Tanya,Haley,Cusumano,F,800-37-7703,01/03/1944,62900
David,Will,Browne,M,800-44-2250,01/25/1976,135000
Sawyer,Nicholas,Bell,M,000-25-3276,02/12/1955,56800
David,Brad,Dibacco,M,800-47-0451,08/15/1973,62400
Linda,Deborah,Zamora,F,000-07-7482,04/28/1942,98200
Abby,Lori,Rodriguez,F,800-93-1215,01/29/1988,148200
Roger,Tyler,Vasquez,M,000-95-8319,05/09/1957,75900
Lydia,Brandi,Espinoza,F,900-54-5867,12/28/1963,72300
Angela,Caitlin,Ladner,F,800-29-4770,04/12/1986,99900
Justin,Charles,Schafer,M,800-45-2695,10/31/1961,48800
Blake,Justin,Gardner,M,000-55-3467,12/29/1973,71600
Phillip,Robert,Markley,M,800-54-6419,07/31/1955,61100
Nicole,Katie,Lewis,F,000-57-9777,08/08/1982,116200
Anthony,Robert,Torres,M,000-95-3615,03/06/1983,60900
Paul,Jeffery,Mendoza,M,800-53-9640,12/08/1963,102700
Sarah,Sasha,Hughs,F,900-97-4820,12/09/1961,104500
Herbert,Jason,Reynolds,M,900-01-8760,10/29/1953,87900
Conner,James,Carreon,M,000-42-6009,05/07/1985,136600
Larissa,Sasha,Holbrook,F,000-92-5419,03/17/1953,107600
Kelly,Debra,Miller,F,900-84-8418,08/19/1984,111600
Brittany,Sarah,Taylor,F,000-22-9350,07/20/1948,80900
Michael,Ryan,Walls,M,000-63-8633,08/23/1939,57500
Callie,Bethany,Abernathy,F,900-20-8198,01/24/1931,54800
Bernard,Toby,Goforth,M,900-86-9647,12/18/1940,46400
